species,number_of_individuals,longitude_ves,latitude_ves,site_id,date
pscr,1,-83.94001532,35.93572585,2,3/7/24
psfe,1,-83.93997529,35.9357347,2,3/7/24
pscr,1,-83.94000085,35.93575852,2,3/7/24
racl,2,-83.93998543,35.93572683,2,3/7/24
racl,1,-83.93997523,35.93574719,2,3/7/24
racl,1,-83.94002829,35.9357136,2,3/7/24
pscr,1,-83.94002145,35.93575974,2,3/7/24
pscr,2,-83.94002738,35.9356822,2,3/7/24
pscr,1,-83.94004752,35.9357572,2,3/7/24
pscr,1,-83.94002857,35.9357402,2,3/7/24
pscr,2,-83.94003588,35.93566393,2,3/7/24
pscr,3,-83.94004131,35.93575905,2,3/7/24
pscr,2,-83.94004473,35.93570897,2,3/7/24
pscr,1,-83.9399532,35.93571608,2,3/7/24
pscr,2,-83.93995522,35.93570615,2,3/7/24
pscr,2,-83.93981138,35.93564444,2,3/7/24
pscr,2,-83.93976016,35.93562834,2,3/7/24
pscr,1,-83.93994665,35.93564246,2,3/7/24
pscr,1,-83.93997872,35.9357188,2,3/7/24
pscr,1,-83.93983652,35.9355728,2,3/7/24
pscr,1,-83.93986884,35.93564286,2,3/7/24
pscr,1,-83.9398863,35.93555516,2,3/7/24
pscr,1,-83.93982606,35.93572008,2,3/7/24
pscr,1,-83.93998792,35.93563371,2,3/7/24
psfe,2,-83.94000649,35.93569149,2,3/7/24
pscr,1,-83.94003134,35.93567633,2,3/7/24
pscr,1,-83.9400391,35.93561778,2,3/7/24
psfe,1,-83.93991962,35.93559884,2,3/7/24
psfe,1,-83.94002537,35.93569676,2,3/7/24
pscr,2,-83.94005011,35.93566911,2,3/7/24
pscr,1,-83.93997322,35.93560343,2,3/7/24
psfe,1,-83.93989193,35.9356269,2,3/7/24
psfe,1,-83.9399472,35.93558068,2,3/7/24
psfe,1,-83.94003282,35.93566543,2,3/7/24
psfe,1,-83.93998157,35.93564159,2,3/7/24
pscr,2,-83.94000712,35.93571314,2,3/7/24
pscr,2,-83.94001166,35.93563991,2,3/7/24
pscr,1,-83.93998491,35.93572066,2,3/7/24
pscr,1,-83.94000429,35.93559244,2,3/7/24
psfe,1,-83.93999649,35.93560824,2,3/7/24
pscr,1,-83.94009397,35.93562601,2,3/7/24
pscr,1,-83.93984437,35.93576259,2,3/7/24
pscr,1,-83.94015376,35.93572564,2,3/7/24
pscr,1,-83.94001963,35.93576331,2,3/7/24
pscr,1,-83.94019757,35.93559944,2,3/7/24
pscr,1,-83.94017771,35.93576539,2,3/7/24
pscr,1,-83.94013521,35.93569422,2,3/7/24
pscr,1,-83.93972411,35.93569288,2,3/7/24
pscr,1,-83.93965857,35.93561218,2,3/7/24
pscr,1,-83.94012759,35.93574085,2,3/7/24
pscr,1,-83.94020425,35.93562056,2,3/7/24
pscr,2,-83.94016243,35.9358174,2,3/7/24
pscr,3,-83.93998995,35.93573187,2,3/7/24
pscr,2,-83.9399773,35.93571804,2,3/7/24
pscr,1,-83.93996834,35.93573565,2,3/7/24
racl,2,-83.93997278,35.93571323,2,3/7/24
psfe,1,-83.93997546,35.93573478,2,3/7/24
racl,1,-83.93998366,35.93569004,2,3/7/24
racl,1,-83.94000682,35.93567408,2,3/7/24
racl,1,-83.9399899,35.93570631,2,3/7/24
pscr,2,-83.93987336,35.93572052,2,3/7/24
pscr,1,-83.93998128,35.93558531,2,3/7/24
pscr,1,-83.93982209,35.93571019,2,3/7/24
psfe,1,-83.93996152,35.9357437,2,3/7/24
pscr,1,-83.93996995,35.9356966,2,3/7/24
pscr,2,-83.94004199,35.93551023,2,3/7/24
psfe,2,-83.94004276,35.93550045,2,3/7/24
pscr,2,-83.94005531,35.93554975,2,3/7/24
pscr,2,-83.93997025,35.93568935,2,3/7/24
psfe,1,-83.93996449,35.93551242,2,3/7/24
pscr,2,-83.93990492,35.93556755,2,3/7/24
psfe,1,-83.93983181,35.93555532,2,3/7/24
pscr,1,-83.94000285,35.93551804,2,3/7/24
pscr,2,-83.94001953,35.93569468,2,3/7/24
psfe,2,-83.93998431,35.93565682,2,3/7/24
pscr,2,-83.93990098,35.93567183,2,3/7/24
psfe,2,-83.93994706,35.93577366,2,3/7/24
pscr,4,-83.94001695,35.9356082,2,3/7/24
psfe,1,-83.93988465,35.93559093,2,3/7/24
pscr,1,-83.94012993,35.93576318,2,3/7/24
pscr,1,-83.93995884,35.93581252,2,3/7/24
pscr,1,-83.94002899,35.93570141,2,3/9/24
pscr,1,-83.94006482,35.93570669,2,3/9/24
pscr,1,-83.94004184,35.93570753,2,3/9/24
pscr,1,-83.9400935,35.93569826,2,3/9/24
racl,1,-83.94001085,35.93568776,2,3/9/24
racl,1,-83.94006784,35.93567145,2,3/9/24
racl,1,-83.93999486,35.93569784,2,3/9/24
racl,1,-83.93999844,35.93569901,2,3/9/24
pscr,1,-83.93995854,35.93567791,2,3/9/24
pscr,1,-83.93981977,35.93567866,2,3/9/24
pscr,1,-83.93986707,35.93561304,2,3/9/24
pscr,1,-83.93998693,35.93561755,2,3/9/24
rasy,1,-83.94004192,35.93559986,2,3/9/24
pscr,1,-83.93997554,35.93552555,2,3/9/24
pscr,1,-83.93992571,35.93559348,2,3/9/24
psfe,1,-83.93996756,35.93566632,2,3/9/24
pscr,1,-83.93987278,35.93560388,2,3/9/24
pscr,1,-83.94009364,35.93579784,2,3/9/24
racl,1,-83.86814904,35.95676087,7,3/26/24
pscr,1,-83.86820599,35.95680159,7,3/26/24
novi,1,-83.86817192,35.95688439,7,3/26/24
novi,1,-83.86832591,35.95665738,7,3/26/24
pscr,1,-83.86832174,35.95670365,7,3/26/24
pscr,1,-83.86821545,35.95672805,7,3/26/24
pscr,1,-83.86819201,35.95679489,7,3/26/24
pscr,3,-83.86823307,35.95673436,7,3/26/24
novi,1,-83.86838423,35.95673336,7,3/26/24
pscr,1,-83.8683279,35.95671725,7,3/26/24
novi,1,-83.86823569,35.95670783,7,3/26/24
pscr,2,-83.86834299,35.95667629,7,3/26/24
pscr,1,-83.86841754,35.95671748,7,3/26/24
pscr,3,-83.86825668,35.95668563,7,3/26/24
pscr,1,-83.86844286,35.95679756,7,3/26/24
pscr,1,-83.86841934,35.95674726,7,3/26/24
racl,1,-83.86837186,35.95670139,7,3/26/24
racl,1,-83.86807955,35.95677433,7,3/26/24
pscr,1,-83.86849932,35.95668499,7,3/26/24
pscr,1,-83.86827432,35.95671065,7,3/26/24
pscr,1,-83.86825785,35.95671074,7,3/26/24
pscr,1,-83.8684148,35.95666889,7,3/26/24
pscr,2,-83.86842691,35.95667283,7,3/26/24
pscr,1,-83.86837652,35.95676201,7,3/26/24
pscr,6,-83.86818173,35.95671793,7,3/26/24
pscr,1,-83.86836367,35.9566015,7,3/26/24
pscr,3,-83.86836506,35.9567377,7,3/26/24
pscr,1,-83.86831968,35.95665877,7,3/26/24
racl,2,-83.86837678,35.95670942,7,3/26/24
pscr,1,-83.86831981,35.95664228,7,3/26/24
pscr,2,-83.8685148,35.95671116,7,3/26/24
pscr,1,-83.86834433,35.95669841,7,3/26/24
pscr,1,-83.86828396,35.95671867,7,3/26/24
pscr,1,-83.86829308,35.95666681,7,3/26/24
novi,2,-83.86836338,35.9568154,7,3/26/24
pscr,3,-83.86820332,35.95676628,7,3/26/24
pscr,1,-83.8681791,35.95675646,7,3/26/24
novi,2,-83.86826062,35.95674043,7,3/26/24
pscr,2,-83.86829649,35.95673693,7,3/26/24
pscr,1,-83.8682482,35.95682259,7,3/26/24
novi,1,-83.86823258,35.95679233,7,3/26/24
novi,2,-83.86818862,35.95678868,7,3/26/24
novi,1,-83.86814603,35.95674907,7,3/26/24
pscr,1,-83.86830086,35.95661267,7,3/26/24
racl,1,-83.86820903,35.95668954,7,3/26/24
novi,1,-83.86823164,35.95674954,7,3/26/24
racl,1,-83.86818301,35.95673017,7,3/26/24
novi,1,-83.86820199,35.9567176,7,3/26/24
novi,1,-83.86814554,35.95675341,7,3/26/24
pscr,1,-83.86816515,35.95680244,7,3/26/24
pscr,3,-83.86817834,35.95678649,7,3/26/24
racl,1,-83.86814461,35.95675335,7,3/26/24
novi,2,-83.86816949,35.95671903,7,3/26/24
pscr,2,-83.86811635,35.95679548,7,3/26/24
novi,1,-83.86823097,35.95671477,7,3/26/24
pscr,1,-83.86822874,35.95680205,7,3/26/24
pscr,1,-83.86820555,35.95679451,7,3/26/24
pscr,1,-83.86827474,35.95671341,7,3/26/24
racl,2,-83.86824404,35.95676365,7,3/26/24
racl,1,-83.86818038,35.95669889,7,3/26/24
pscr,1,-83.86825103,35.95673827,7,3/26/24
pscr,1,-83.86845144,35.95667655,7,3/26/24
racl,1,-83.86837599,35.95672758,7,3/26/24
pscr,3,-83.8698211,35.95691714,NA,NA
pscr,3,-83.86980425,35.95695803,NA,NA
racl,2,-83.86852472,35.95753691,NA,NA
pscr,3,-83.86865005,35.95752023,NA,NA
racl,1,-83.86843442,35.95760718,NA,NA
racl,1,-83.86935855,35.95790338,10,3/26/24
pscr,1,-83.86923312,35.95781111,10,3/26/24
racl,2,-83.86931563,35.95786036,10,3/26/24
pscr,2,-83.86916111,35.95780468,10,3/26/24
racl,1,-83.86925421,35.95770709,10,3/26/24
racl,1,-83.86932615,35.95782427,10,3/26/24
pscr,1,-83.86928799,35.95786232,10,3/26/24
novi,1,-83.8693625,35.95777404,10,3/26/24
racl,2,-83.86927864,35.95770389,10,3/26/24
racl,1,-83.86934207,35.95778805,10,3/26/24
pscr,3,-83.86922136,35.95772857,10,3/26/24
psfe,2,-83.86913687,35.95775487,10,3/26/24
racl,1,-83.86920126,35.95776397,10,3/26/24
pscr,2,-83.86928551,35.95781011,10,3/26/24
racl,1,-83.86890693,35.9579058,NA,NA
racl,1,-83.86894421,35.9578836,NA,NA
pscr,1,-83.86895412,35.95792689,NA,NA
novi,3,-83.86812272,35.95670165,7,3/28/24
novi,2,-83.86815075,35.95665908,7,3/28/24
novi,2,-83.86836817,35.95676238,7,3/28/24
pscr,1,-83.86836136,35.95666863,7,3/28/24
racl,1,-83.86835243,35.95667922,7,3/28/24
novi,5,-83.86806257,35.95666644,7,3/28/24
pscr,1,-83.86819606,35.95667689,7,3/28/24
novi,1,-83.86820951,35.9567759,7,3/28/24
rapa,1,-83.86810108,35.95671051,7,3/28/24
novi,4,-83.86821714,35.95673877,7,3/28/24
pscr,2,-83.86831881,35.95675803,7,3/28/24
pscr,2,-83.86832679,35.9567349,7,3/28/24
racl,1,-83.86813351,35.95669532,7,3/28/24
novi,1,-83.86814555,35.9566772,7,3/28/24
racl,1,-83.86815104,35.95668792,7,3/28/24
racl,1,-83.86819498,35.95670778,7,3/28/24
pscr,1,-83.86819126,35.95671875,7,3/28/24
novi,1,-83.86824974,35.95674033,7,3/28/24
racl,2,-83.86838778,35.95667294,7,3/28/24
novi,3,-83.86830801,35.95665811,7,3/28/24
novi,2,-83.86827144,35.95674236,7,3/28/24
novi,2,-83.86820486,35.95676975,7,3/28/24
novi,2,-83.86819289,35.95677196,7,3/28/24
racl,1,-83.86816372,35.95671856,7,3/28/24
novi,1,-83.86813091,35.95670444,7,3/28/24
novi,2,-83.86829234,35.95664254,7,3/28/24
novi,2,-83.86809603,35.95669707,7,3/28/24
novi,1,-83.86813067,35.95671199,7,3/28/24
pscr,1,-83.8683102,35.9567067,7,3/28/24
racl,2,-83.8681069,35.95673023,7,3/28/24
novi,3,-83.86816824,35.95677141,7,3/28/24
novi,1,-83.86811648,35.95670573,7,3/28/24
pscr,3,-83.86970622,35.95695574,NA,NA
pscr,3,-83.86850236,35.95766154,NA,NA
novi,2,-83.8693014,35.95780518,10,3/26/24
pscr,1,-83.86923477,35.95777065,10,3/26/24
racl,1,-83.86936709,35.95784873,10,3/26/24
pscr,5,-83.86935186,35.9577945,10,3/26/24
racl,1,-83.86923746,35.95776753,10,3/26/24
psfe,1,-83.86942227,35.95784781,10,3/26/24
racl,2,-83.86941731,35.95783301,10,3/26/24
novi,1,-83.86913133,35.95773459,10,3/26/24
racl,1,-83.86929604,35.95788053,10,3/26/24
racl,1,-83.86933089,35.95787586,10,3/26/24
psfe,3,-83.86917976,35.95774894,10,3/26/24
racl,2,-83.86922825,35.95776512,10,3/26/24
novi,9,-83.86808034,35.95666653,7,3/28/24
novi,1,-83.86817258,35.95672581,7,3/28/24
novi,2,-83.86830649,35.95669872,7,3/28/24
racl,1,-83.86830901,35.95673625,7,3/28/24
racl,1,-83.86841099,35.95672261,7,3/28/24
novi,2,-83.86817792,35.95684404,7,3/28/24
novi,1,-83.86827316,35.95670083,7,3/28/24
novi,1,-83.86826967,35.95666264,7,3/28/24
racl,1,-83.86823149,35.95669754,7,3/28/24
novi,1,-83.86830968,35.95667974,7,3/28/24
racl,1,-83.868171,35.95675458,7,3/28/24
novi,1,-83.86820356,35.95676377,7,3/28/24
racl,2,-83.86811354,35.95676733,7,3/28/24
racl,1,-83.86813025,35.95672906,7,3/28/24
novi,1,-83.86838531,35.95673215,7,3/28/24
racl,2,-83.86831522,35.95663426,7,3/28/24
pscr,1,-83.86829584,35.95664603,7,3/28/24
novi,1,-83.86811343,35.95680918,7,3/28/24
novi,2,-83.86812773,35.95670975,7,3/28/24
novi,1,-83.86824349,35.95667332,7,3/28/24
novi,1,-83.86825153,35.95672667,7,3/28/24
novi,2,-83.86812826,35.95676616,7,3/28/24
racl,5,-83.86838422,35.95669284,7,3/28/24
novi,1,-83.8681099,35.95676218,7,3/28/24
racl,1,-83.86843302,35.95756474,NA,NA
racl,1,-83.86927937,35.95773615,10,3/28/24
racl,1,-83.86928708,35.95772751,10,3/28/24
novi,1,-83.86932126,35.9577428,10,3/28/24
novi,1,-83.86933373,35.95777216,10,3/28/24
pscr,1,-83.86935067,35.95780153,10,3/28/24
racl,1,-83.86924912,35.95779547,10,3/28/24
racl,1,-83.86932194,35.95774067,10,3/28/24
novi,1,-83.86931599,35.95779668,10,3/28/24
pscr,2,-83.86921391,35.95777667,10,3/28/24
novi,2,-83.86920792,35.95772611,10,3/28/24
racl,1,-83.86940183,35.95780546,10,3/28/24
racl,1,-83.8692947,35.95774038,10,3/28/24
racl,1,-83.86920068,35.9577508,10,3/28/24
racl,1,-83.86891016,35.95795595,NA,NA
pscr,1,-83.87679625,35.93327989,15,4/9/24
pscr,3,-83.87684111,35.93329198,15,4/9/24
pscr,1,-83.87687643,35.93323022,15,4/9/24
pscr,1,-83.87678098,35.93339552,15,4/9/24
pscr,2,-83.87686617,35.93334162,15,4/9/24
raca,4,-83.87710985,35.93325467,15,4/9/24
pscr,1,-83.87675773,35.93342373,15,4/9/24
pscr,2,-83.87674236,35.93330127,15,4/9/24
pscr,1,-83.87666179,35.93341812,15,4/9/24
pscr,1,-83.87658385,35.93338742,15,4/9/24
pscr,1,-83.87659076,35.93342383,15,4/9/24
raca,1,-83.87665473,35.93346631,15,4/9/24
racl,2,-83.87688805,35.93322542,15,4/9/24
pscr,3,-83.87694914,35.93321027,15,4/9/24
racl,1,-83.87667938,35.93343333,15,4/9/24
racl,1,-83.87685609,35.93343678,15,4/9/24
racl,1,-83.876562,35.93339362,15,4/9/24
racl,1,-83.87676581,35.93335368,15,4/9/24
pscr,1,-83.87683802,35.933417,15,4/9/24
raca,1,-83.87706003,35.93331558,15,4/9/24
pscr,1,-83.87710417,35.93329944,15,4/9/24
pscr,1,-83.8770092,35.93336864,15,4/9/24
pscr,1,-83.87699713,35.93332846,15,4/9/24
pscr,1,-83.87663,35.93344747,15,4/9/24
pscr,2,-83.87718759,35.93327573,15,4/9/24
pscr,1,-83.87666697,35.93345839,15,4/9/24
raca,1,-83.87696931,35.93338331,15,4/9/24
pscr,2,-83.87666219,35.93333673,15,4/9/24
pscr,4,-83.87718343,35.93318579,15,4/9/24
racl,1,-83.87718871,35.93318088,15,4/9/24
racl,1,-83.87729678,35.93333177,15,4/9/24
pscr,2,-83.87733271,35.93314409,15,4/9/24
racl,1,-83.87738612,35.93321027,15,4/9/24
racl,1,-83.87731615,35.93330738,15,4/9/24
pscr,2,-83.87726697,35.93310117,15,4/9/24
racl,1,-83.87747627,35.93335798,15,4/9/24
pscr,1,-83.87752504,35.93333664,15,4/9/24
pscr,1,-83.87750828,35.93334451,15,4/9/24
racl,1,-83.87745978,35.93338511,15,4/9/24
pscr,1,-83.87718947,35.93326806,15,4/9/24
pscr,1,-83.87729713,35.93329912,15,4/9/24
racl,1,-83.87738797,35.93324645,15,4/9/24
pscr,1,-83.87750629,35.93332129,15,4/9/24
racl,1,-83.87748709,35.93339233,15,4/9/24
pscr,1,-83.87738524,35.93337053,15,4/9/24
racl,1,-83.87740516,35.93338541,15,4/9/24
pscr,1,-83.87740929,35.93321551,15,4/9/24
pscr,2,-83.87749164,35.93341013,15,4/9/24
racl,1,-83.87744259,35.9332919,15,4/9/24
pscr,1,-83.87745607,35.93330265,15,4/9/24
pscr,1,-83.87657742,35.93337585,15,4/9/24
raca,1,-83.87693806,35.93338384,15,4/9/24
racl,1,-83.87694481,35.93334477,15,4/9/24
racl,1,-83.87678279,35.93344472,15,4/9/24
raca,1,-83.87708233,35.93326929,15,4/9/24
pscr,1,-83.87714041,35.93327621,15,4/9/24
pscr,1,-83.87710359,35.9332909,15,4/9/24
pscr,1,-83.87663212,35.93345884,15,4/9/24
racl,1,-83.87673059,35.93346482,15,4/9/24
pscr,1,-83.87679155,35.93351362,15,4/9/24
raca,1,-83.87675414,35.93345144,15,4/9/24
pscr,1,-83.87677645,35.93345932,15,4/9/24
pscr,1,-83.87690606,35.93324068,15,4/9/24
pscr,2,-83.87695166,35.93323848,15,4/9/24
raca,1,-83.87697127,35.93324641,15,4/9/24
pscr,2,-83.87700827,35.93320634,15,4/9/24
raca,2,-83.87705922,35.93327661,15,4/9/24
raca,1,-83.87710068,35.93326544,15,4/9/24
pscr,1,-83.87670687,35.93331459,15,4/9/24
pscr,2,-83.87671805,35.93330785,15,4/9/24
raca,1,-83.87712013,35.93325758,15,4/9/24
pscr,2,-83.87719521,35.93324648,15,4/9/24
racl,1,-83.87674858,35.93327764,15,4/9/24
pscr,5,-83.87678614,35.9332927,15,4/9/24
pscr,1,-83.87683427,35.93325822,15,4/9/24
racl,1,-83.87689453,35.93327212,15,4/9/24
pscr,1,-83.87702131,35.93337311,15,4/9/24
pscr,1,-83.87704419,35.93333271,15,4/9/24
pscr,2,-83.8768045,35.93328163,15,4/9/24
pscr,1,-83.8774525,35.93327235,15,4/9/24
racl,1,-83.87743284,35.93326253,15,4/9/24
racl,1,-83.87746398,35.93333736,15,4/9/24
pscr,1,-83.87728401,35.93323459,15,4/9/24
pscr,3,-83.87726127,35.93317053,15,4/9/24
racl,1,-83.87746284,35.9333778,15,4/9/24
pscr,1,-83.87740119,35.93321672,15,4/9/24
racl,1,-83.87732034,35.93330392,15,4/9/24
racl,1,-83.87742366,35.93336984,15,4/9/24
racl,1,-83.87729107,35.93316353,15,4/9/24
pscr,1,-83.87738278,35.93320935,15,4/9/24
racl,1,-83.87721267,35.93326754,15,4/9/24
pscr,4,-83.87741182,35.93316973,15,4/9/24
racl,1,-83.87742875,35.93319451,15,4/9/24
racl,1,-83.87751847,35.93339888,15,4/9/24
racl,1,-83.87731645,35.93314845,15,4/9/24
racl,1,-83.8767494,35.93334849,15,4/10/24
racl,1,-83.876754,35.93330463,15,4/10/24
pscr,1,-83.87660625,35.93335418,15,4/10/24
pscr,1,-83.87671135,35.93335577,15,4/10/24
pscr,4,-83.87700642,35.93323354,15,4/10/24
raca,2,-83.8771843,35.93326726,15,4/10/24
pscr,1,-83.87699761,35.93332518,15,4/10/24
pscr,1,-83.87724281,35.93326132,15,4/10/24
pscr,1,-83.87660625,35.93343406,15,4/10/24
pscr,1,-83.87655052,35.93348425,15,4/10/24
pscr,1,-83.87662972,35.9335258,15,4/10/24
pscr,1,-83.87669732,35.93345423,15,4/10/24
raca,1,-83.87667849,35.93342544,15,4/10/24
raca,1,-83.8768078,35.93343082,15,4/10/24
pscr,1,-83.87700884,35.93338332,15,4/10/24
racl,1,-83.87663274,35.93339014,15,4/10/24
raca,1,-83.87710254,35.93325481,15,4/10/24
racl,1,-83.87708371,35.93330938,15,4/10/24
pscr,1,-83.8769479,35.93324773,15,4/10/24
pscr,2,-83.8767375,35.9332918,15,4/10/24
pscr,3,-83.87685418,35.93329215,15,4/10/24
racl,1,-83.87723477,35.93321429,15,4/10/24
pscr,2,-83.87727133,35.93315712,15,4/10/24
pscr,1,-83.87741315,35.93341085,15,4/10/24
pscr,1,-83.87743061,35.93342265,15,4/10/24
racl,1,-83.87733649,35.9333215,15,4/10/24
pscr,1,-83.87731012,35.93334817,15,4/10/24
racl,1,-83.87748915,35.9333689,15,4/10/24
pscr,2,-83.87749889,35.93333605,15,4/10/24
racl,1,-83.87746411,35.9333286,15,4/10/24
racl,1,-83.8772762,35.93312327,15,4/10/24
pscr,1,-83.87729327,35.93307764,15,4/10/24
racl,2,-83.8772968,35.93311003,15,4/10/24
pscr,1,-83.87740449,35.93320125,15,4/10/24
pscr,1,-83.87750635,35.93341296,15,4/10/24
racl,1,-83.87746235,35.93342246,15,4/10/24
pscr,1,-83.87711353,35.93333411,15,4/10/24
racl,1,-83.87744009,35.93328402,15,4/10/24
racl,1,-83.94000212,35.93578166,2,4/17/24
pscr,1,-83.93997191,35.93578782,2,4/17/24
racl,1,-83.93991931,35.93565425,2,4/17/24
pscr,1,-83.94395325,35.95471166,2,4/17/24
pscr,1,-83.93991688,35.93581639,2,4/17/24
pscr,1,-83.93991343,35.93576901,2,4/17/24
pscr,1,-83.93985223,35.93551829,2,4/17/24
pscr,1,-83.93991421,35.93559761,2,4/17/24
pscr,1,-83.93977815,35.93557958,2,4/17/24
racl,1,-83.93995016,35.93577396,2,4/18/24
racl,1,-83.94004004,35.93568353,2,4/18/24
racl,1,-83.93998305,35.9357541,2,4/18/24
racl,1,-83.94002595,35.93576715,2,4/18/24
racl,1,-83.93973457,35.93563338,2,4/18/24
racl,1,-83.9399267,35.93563387,2,4/18/24
racl,1,-83.93974889,35.93562949,2,4/18/24
pscr,1,-83.93991929,35.93564923,2,4/18/24
pscr,1,-83.93984252,35.93584394,2,4/18/24
pscr,1,-83.93989179,35.93584569,2,4/18/24
pscr,1,-83.93730506,35.93258509,2,4/18/24
racl,2,-83.93991647,35.93569613,2,4/18/24
racl,1,-83.93994852,35.93569516,2,4/18/24
racl,1,-83.93993721,35.93578619,2,4/18/24
racl,1,-83.940012,35.93574902,2,4/18/24
racl,1,-83.93993279,35.93574622,2,4/18/24
racl,1,-83.93973522,35.93555293,2,4/18/24
pscr,1,-83.93964898,35.9356522,2,4/18/24
pscr,1,-83.94009163,35.93579456,2,4/18/24
pscr,1,-83.86848197,35.95674309,7,5/9/24
racl,1,-83.86810608,35.95679933,7,5/9/24
novi,1,-83.86832424,35.95666654,7,5/9/24
pscr,1,-83.86825323,35.95671424,7,5/9/24
racl,1,-83.86840649,35.95671019,7,5/9/24
racl,1,-83.86834001,35.95671518,7,5/9/24
novi,1,-83.86815272,35.95672957,7,5/9/24
novi,1,-83.8683174,35.95663929,7,5/9/24
novi,3,-83.86820965,35.95676899,7,5/9/24
racl,1,-83.86822601,35.95676782,7,5/9/24
pscr,1,-83.86843641,35.95680113,7,5/9/24
pscr,1,-83.86830551,35.95681509,7,5/9/24
novi,2,-83.86813868,35.95668452,7,5/9/24
racl,1,-83.86812686,35.9567484,7,5/9/24
racl,1,-83.86823625,35.95669022,7,5/9/24
racl,1,-83.86830378,35.95669654,7,5/9/24
racl,5,-83.86849062,35.95756043,NA,NA
racl,1,-83.86933291,35.95776566,10,5/9/24
racl,1,-83.86940487,35.95779106,10,5/9/24
racl,1,-83.86926821,35.95780822,10,5/9/24
racl,1,-83.86920187,35.95772516,10,5/9/24
pscr,1,-83.86930295,35.95776386,10,5/9/24
racl,1,-83.86926901,35.95781492,10,5/9/24
racl,1,-83.86919783,35.95778829,10,5/9/24
racl,1,-83.86932163,35.9577806,10,5/9/24
novi,1,-83.86928656,35.95778357,10,5/9/24
racl,1,-83.8692438,35.95778306,10,5/9/24
racl,2,-83.86890102,35.95796766,NA,NA
racl,1,-83.86830448,35.9566438,7,5/9/24
racl,1,-83.86825428,35.95667958,7,5/9/24
racl,1,-83.86820816,35.95669303,7,5/9/24
racl,1,-83.86840219,35.95664389,7,5/9/24
novi,1,-83.86819627,35.95681433,7,5/9/24
racl,1,-83.8683168,35.95677355,7,5/9/24
racl,1,-83.86834872,35.95662344,7,5/9/24
novi,2,-83.86819343,35.95678037,7,5/9/24
racl,4,-83.8684753,35.95763391,NA,NA
pscr,2,-83.86934468,35.95775712,10,5/9/24
racl,1,-83.86938144,35.95775757,10,5/9/24
racl,1,-83.86922586,35.95779402,10,5/9/24
racl,1,-83.86919009,35.95777098,10,5/9/24
novi,1,-83.86922899,35.95774223,10,5/9/24
pscr,2,-83.86944203,35.95779121,10,5/9/24
pscr,1,-83.86939886,35.95772367,10,5/9/24
novi,1,-83.86924283,35.95776124,10,5/9/24
pscr,2,-83.86938498,35.9577993,10,5/9/24
novi,2,-83.86931287,35.9577902,10,5/9/24
novi,2,-83.86936845,35.95773481,10,5/9/24
novi,1,-83.86931505,35.95775878,10,5/9/24
racl,1,-83.86936105,35.95775248,10,5/9/24
racl,1,-83.86927268,35.95773366,10,5/9/24
racl,1,-83.86921503,35.95776271,10,5/9/24
novi,1,-83.86923975,35.95774623,10,5/9/24
racl,2,-83.86893723,35.9580074,NA,NA
novi,4,-83.8681697,35.9567267,7,5/12/24
novi,4,-83.8681072,35.95665113,7,5/12/24
novi,3,-83.86811722,35.95664673,7,5/12/24
racl,2,-83.86816718,35.95663491,7,5/12/24
novi,2,-83.86815259,35.95669401,7,5/12/24
racl,1,-83.86824129,35.95662564,7,5/12/24
racl,1,-83.86819016,35.95673128,7,5/12/24
racl,1,-83.86832861,35.95663683,7,5/12/24
racl,1,-83.86824506,35.9565807,7,5/12/24
racl,4,-83.86846466,35.95670829,7,5/12/24
racl,1,-83.86842118,35.95668117,7,5/12/24
racl,2,-83.86828926,35.95678639,7,5/12/24
novi,2,-83.86815644,35.95666417,7,5/12/24
novi,1,-83.86831728,35.95672218,7,5/12/24
racl,1,-83.86815897,35.95671937,7,5/12/24
novi,3,-83.86823583,35.95661377,7,5/12/24
racl,1,-83.8683189,35.95663308,7,5/12/24
novi,1,-83.86822276,35.95667294,7,5/12/24
novi,1,-83.86817486,35.95669125,7,5/12/24
racl,1,-83.86820164,35.95669161,7,5/12/24
novi,1,-83.86823124,35.95674849,7,5/12/24
racl,2,-83.86835717,35.9566798,7,5/12/24
novi,3,-83.86829059,35.95664409,7,5/12/24
novi,1,-83.86825443,35.95668297,7,5/12/24
novi,4,-83.8683227,35.95665126,7,5/12/24
novi,7,-83.86819289,35.95674994,7,5/12/24
racl,2,-83.86975598,35.95683001,NA,NA
racl,3,-83.86853366,35.95757695,NA,NA
racl,1,-83.86935205,35.95770831,10,5/12/24
novi,1,-83.86938739,35.95778834,10,5/12/24
novi,1,-83.86943725,35.9577907,10,5/12/24
racl,1,-83.86935306,35.95770454,10,5/12/24
novi,1,-83.86945181,35.95776554,10,5/12/24
racl,1,-83.86947254,35.95775378,10,5/12/24
racl,1,-83.86918296,35.95776098,10,5/12/24
novi,1,-83.86940542,35.95774381,10,5/12/24
novi,1,-83.8691591,35.95771677,10,5/12/24
racl,2,-83.86933138,35.95769774,10,5/12/24
racl,2,-83.86916851,35.95774873,10,5/12/24
novi,1,-83.86919453,35.95780342,10,5/12/24
racl,1,-83.86912618,35.95772034,10,5/12/24
racl,1,-83.86947343,35.9577709,10,5/12/24
racl,1,-83.86913255,35.95779733,10,5/12/24
racl,1,-83.86924639,35.95775201,10,5/12/24
racl,1,-83.86946335,35.95779414,10,5/12/24
